,acousticness,analysis_url,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,track_href,type,uri,valence,artist,song_title,target,Unnamed: 0
818,0.22699999999999998,,0.873,165544,0.504,,0.0,0,0.121,-5.39,1,0.166,145.995,4,,,,0.647,Mykfresh,My Main,0,818.0
99,0.0151,,0.706,299799,0.581,,0.0,9,0.368,-6.492000000000001,1,0.055,134.009,4,,,,0.46299999999999997,Vic Mensa,U Mad,0,99.0
1615,0.00732,,0.623,192000,0.975,,0.16,3,0.0614,-2.6319999999999997,0,0.109,125.94,4,,,,0.247,Madison Mars,Milky Way,0,1615.0
1369,0.873,,0.657,201667,0.42700000000000005,,0.0,0,0.109,-6.879,1,0.0377,144.014,4,,,,0.24,Vanilla Acoustic,With Me,0,1369.0
411,0.0129,,0.401,592920,0.6609999999999999,,7.72e-05,5,0.7909999999999999,-6.111000000000001,0,0.0462,107.99799999999999,4,,,,0.17300000000000001,Frank Ocean,Pyramids,0,411.0
36,0.297,,0.722,175613,0.823,,0.0,7,0.489,-3.9160000000000004,1,0.081,148.23,4,,,,0.855,Three 6 Mafia,Poppin' My Collar,0,36.0
531,0.001,,0.48,139560,0.9640000000000001,,0.000273,7,0.131,-3.681,1,0.0656,98.49600000000001,4,,,,0.579,FIDLAR,No Waves,0,531.0
318,0.419,,0.331,133093,0.9570000000000001,,0.0,7,0.102,-6.101,0,0.0504,143.299,4,,,,0.561,The Sonics,Strychnine,0,318.0
1372,0.669,,0.7509999999999999,230493,0.489,,3.57e-06,8,0.177,-5.417999999999999,1,0.0343,140.013,4,,,,0.46799999999999997,Gyepy,For Me,0,1372.0
1356,0.654,,0.17600000000000002,414747,0.479,,0.591,7,0.13,-7.471,0,0.0282,100.831,4,,,,0.0622,Skrillex,Skrillex Orchestral Suite By Varien - Bonus Track,0,1356.0
407,0.96,,0.508,250533,0.325,,0.00259,2,0.188,-11.627,1,0.037000000000000005,92.18700000000001,4,,,,0.271,Donnie & Joe Emerson,Baby,0,407.0
1182,0.0895,,0.584,220883,0.54,,0.0,1,0.261,-7.7860000000000005,0,0.0576,137.972,4,,,,0.19,Martin Garrix,Scared to Be Lonely,0,1182.0
1198,0.0295,,0.581,204160,0.963,,0.0,11,0.139,-4.087,1,0.0981,129.99200000000002,4,,,,0.792,Pitbull,Timber,0,1198.0
1851,0.415,,0.773,256720,0.309,,0.00014,7,0.111,-8.5,0,0.0339,128.105,4,,,,0.41100000000000003,Xscape,Softest Place On Earth,0,1851.0
1750,0.397,,0.66,268800,0.7070000000000001,,0.0,6,0.21100000000000002,-5.757999999999999,1,0.20800000000000002,89.279,4,,,,0.779,Diddy,I Need A Girl (Part One) (feat. Usher & Loon),0,1750.0
538,0.000183,,0.596,178800,0.628,,0.007670000000000001,5,0.187,-7.582000000000001,0,0.0503,139.965,4,,,,0.52,Crystal Castles,Pale Flesh,0,538.0
1716,0.0671,,0.5429999999999999,183960,0.852,,0.0,1,0.0822,-3.737,1,0.0787,129.023,4,,,,0.6890000000000001,How To Rock Cast,All About Tonight - featuring Cymphonique Miller,0,1716.0
94,0.00419,,0.748,213053,0.741,,0.0,6,0.147,-3.103,1,0.0531,128.077,4,,,,0.5329999999999999,Fetty Wap,My Way (feat. Monty),0,94.0
119,0.0244,,0.746,222093,0.873,,0.0,7,0.354,-3.803,1,0.128,148.075,4,,,,0.8079999999999999,Fetty Wap,Trap Queen,0,119.0
1561,0.903,,0.257,376573,0.21600000000000003,,0.134,8,0.0979,-16.266,0,0.0365,65.125,3,,,,0.19,Christian Scott,Isadora,0,1561.0
1606,0.0682,,0.41200000000000003,257846,0.83,,0.007390000000000001,3,0.10800000000000001,-4.976,0,0.0651,127.89399999999999,4,,,,0.239,Kaskade,Last Chance,0,1606.0
61,0.257,,0.5589999999999999,225347,0.6559999999999999,,0.000171,9,0.2,-8.699,0,0.0469,79.638,4,,,,0.6709999999999999,"Bobby ""Blue"" Bland",Ain't No Love In The Heart Of The City - Single Version,0,61.0
1474,0.0143,,0.626,219174,0.748,,0.0,1,0.12300000000000001,-5.899,1,0.0345,121.06700000000001,4,,,,0.217,Felix Cartal,Get What You Give,0,1474.0
227,0.0448,,0.7879999999999999,243800,0.617,,0.0,2,0.08800000000000001,-4.516,1,0.0651,122.065,4,,,,0.13,Travis Scott,Upper Echelon,0,227.0
525,0.0801,,0.41700000000000004,213853,0.9440000000000001,,0.00141,9,0.0862,-5.192,1,0.0459,109.721,4,,,,0.376,Gary Clark Jr.,Don't Owe You a Thang,0,525.0
1927,0.284,,0.778,218093,0.8240000000000001,,0.0,10,0.405,-5.892,0,0.0712,100.024,4,,,,0.767,Shakira,Hips Don't Lie,0,1927.0
1948,0.45299999999999996,,0.511,406280,0.45299999999999996,,0.000212,3,0.0865,-6.803,0,0.0314,138.309,4,,,,0.142,Michael Jackson,Earth Song - Remastered Version,0,1948.0
645,0.0956,,0.6459999999999999,282791,0.929,,1.12e-06,2,0.159,-1.501,1,0.19399999999999998,128.995,4,,,,0.22899999999999998,Benny Benassi,Move Your Body - Extended Mix,0,645.0
571,0.109,,0.8340000000000001,389508,0.48100000000000004,,0.8220000000000001,8,0.111,-9.511000000000001,1,0.135,121.999,4,,,,0.306,Ben Pearce,What I Might Do - Club Mix,0,571.0
258,0.0257,,0.28300000000000003,186369,0.331,,0.00489,0,0.174,-7.459,0,0.0315,101.79700000000001,3,,,,0.151,Banks,Better,0,258.0
1178,0.013000000000000001,,0.853,206693,0.56,,0.0,1,0.0944,-4.961,1,0.0406,134.066,4,,,,0.853,Bruno Mars,That's What I Like,0,1178.0
844,0.436,,0.684,250000,0.486,,9.77e-05,2,0.12,-12.520999999999999,1,0.0385,115.07600000000001,4,,,,0.821,Cream,Sunshine Of Your Love,0,844.0
1771,0.466,,0.635,244160,0.54,,0.0,7,0.0524,-8.122,1,0.0246,99.99,4,,,,0.586,Craig David,Don't Love You No More (I'm Sorry),0,1771.0
1044,0.733,,0.409,16042,0.645,,0.0,1,0.132,-8.336,0,0.0771,74.923,4,,,,0.42100000000000004,Various Artists,Zac Brown Band - Hot Country,0,1044.0
1414,0.0451,,0.5920000000000001,280615,0.701,,0.0,10,0.327,-4.013999999999999,0,0.0858,129.501,4,,,,0.299,Meek Mill,Litty (feat. Tory Lanez),0,1414.0
1837,0.309,,0.42100000000000004,285120,0.40700000000000003,,0.0009609999999999999,10,0.11,-7.445,1,0.0267,139.028,3,,,,0.168,Christina Perri,A Thousand Years,0,1837.0
989,0.0019,,0.46799999999999997,260013,0.88,,0.00704,1,0.409,-5.086,1,0.057,176.972,4,,,,0.645,Twin Shadow,Five Seconds,0,989.0
436,0.0039,,0.5670000000000001,176893,0.8759999999999999,,0.0,9,0.531,-4.573,0,0.0376,114.902,4,,,,0.6970000000000001,Fool's Gold,Wild Window,0,436.0
256,0.0332,,0.7490000000000001,267800,0.802,,0.0499,7,0.611,-6.159,0,0.0471,106.07700000000001,4,,,,0.8240000000000001,Parliament,Flashlight,0,256.0
982,0.655,,0.507,194253,0.466,,0.363,1,0.0929,-11.966,1,0.0862,157.013,4,,,,0.0978,Solange,Weary,0,982.0
1657,0.0178,,0.69,230792,0.841,,0.79,4,0.13699999999999998,-5.5920000000000005,0,0.0868,130.05200000000002,4,,,,0.5329999999999999,Afrojack,Rock The House - Radio Edit,0,1657.0
922,0.087,,0.529,258440,0.5710000000000001,,6.34e-06,6,0.8759999999999999,-6.263999999999999,0,0.0298,102.428,4,,,,0.10400000000000001,French Kicks,Said So What,0,922.0
1735,0.3,,0.55,266293,0.563,,0.0,2,0.122,-7.019,1,0.0313,166.00400000000002,4,,,,0.462,*NSYNC,This I Promise You - Radio Edit,0,1735.0
783,0.0126,,0.6,588520,0.8109999999999999,,0.05,8,0.9690000000000001,-10.199,0,0.102,100.89399999999999,4,,,,0.37200000000000005,LCD Soundsystem,dance yrself clean - live at madison square garden,0,783.0
435,0.0052899999999999996,,0.563,200600,0.924,,0.883,10,0.145,-3.909,0,0.0511,94.057,4,,,,0.6,TV On The Radio,Caffeinated Consciousness,0,435.0
52,0.456,,0.514,215613,0.45299999999999996,,0.000181,6,0.17800000000000002,-7.062,1,0.0267,75.548,4,,,,0.532,Leon Bridges,Coming Home,0,52.0
1203,0.0525,,0.715,207333,0.655,,0.0,0,0.115,-6.425,1,0.13699999999999998,95.07799999999999,4,,,,0.557,Snoop Dogg,"Young, Wild & Free (feat. Bruno Mars)",0,1203.0
89,0.0397,,0.7859999999999999,302840,0.547,,0.272,1,0.0378,-11.415999999999999,1,0.262,92.603,4,,,,0.68,D'Angelo,Sugah Daddy,0,89.0
274,0.0059,,0.379,325500,0.674,,1.04e-05,8,0.0957,-5.7620000000000005,0,0.0305,99.79700000000001,3,,,,0.0647,Shlohmo,Apathy,0,274.0
1481,0.00064,,0.375,176387,0.93,,0.0,2,0.318,-2.6310000000000002,1,0.0561,147.124,4,,,,0.5,Harry Styles,Kiwi,0,1481.0
1883,0.00131,,0.41700000000000004,263280,0.946,,0.0,10,0.154,-4.056,0,0.0507,95.245,4,,,,0.501,Tonic,If You Could Only See,0,1883.0
832,0.218,,0.7929999999999999,194240,0.607,,4.95e-06,4,0.348,-6.4879999999999995,0,0.0821,140.99200000000002,4,,,,0.16,Future,Blow a Bag,0,832.0
199,0.0212,,0.604,187253,0.894,,0.0,2,0.0299,-5.0,1,0.037000000000000005,145.014,4,,,,0.893,The Kooks,Junk of the Heart (Happy),0,199.0
1973,0.00135,,0.446,223840,0.764,,0.0,10,0.099,-5.042,1,0.033,172.09400000000002,4,,,,0.52,Nickelback,How You Remind Me - LP Mix,0,1973.0
1506,0.214,,0.626,204188,0.695,,0.0,7,0.22399999999999998,-6.528,0,0.0594,154.023,4,,,,0.586,Demi Lovato,Old Ways,0,1506.0
341,0.196,,0.46399999999999997,199053,0.772,,0.0088,2,0.0716,-5.046,0,0.0397,107.65100000000001,4,,,,0.627,Tom Scott,Today,0,341.0
260,0.0181,,0.932,192773,0.8190000000000001,,6.81e-06,8,0.0577,-3.484,0,0.203,119.941,4,,,,0.552,Missy Elliott,WTF (Where They From) [feat. Pharrell Williams],0,260.0
188,0.019,,0.695,246521,0.94,,0.8,7,0.623,-2.935,1,0.127,100.262,4,,,,0.337,Big Freedia,N.O. Bounce,0,188.0
1805,0.466,,0.657,204960,0.485,,0.0,3,0.0889,-5.6339999999999995,0,0.0672,135.805,4,,,,0.402,Tori Kelly,First Heartbreak,0,1805.0
1123,0.0821,,0.725,246653,0.711,,0.0,10,0.0931,-4.544,1,0.0335,93.00299999999999,4,,,,0.47600000000000003,Zion & Lennox,Mi Tesoro (feat. Nicky Jam),0,1123.0
145,0.937,,0.772,220093,0.635,,0.018000000000000002,0,0.0961,-8.412,1,0.0536,168.03900000000002,4,,,,0.5920000000000001,Shamir,Demon,0,145.0
363,0.16,,0.746,179091,0.682,,0.0,7,0.177,-6.353,1,0.11699999999999999,98.977,4,,,,0.836,Kero Kero Bonito,Sick Beat,0,363.0
93,0.00488,,0.601,467587,0.873,,0.0365,1,0.113,-5.8660000000000005,0,0.0448,124.99700000000001,4,,,,0.5660000000000001,Tame Impala,Let It Happen,0,93.0
1538,0.99,,0.326,168667,0.0575,,0.887,4,0.281,-16.5,1,0.0393,127.397,5,,,,0.311,Wynton Marsalis,Where or When,0,1538.0
624,0.0426,,0.794,248413,0.8109999999999999,,1.07e-06,6,0.10099999999999999,-8.966000000000001,0,0.038,116.04700000000001,4,,,,0.865,Daft Punk,Get Lucky - Radio Edit,0,624.0
858,0.9159999999999999,,0.33399999999999996,700027,0.265,,0.8370000000000001,2,0.168,-17.219,1,0.0477,113.12,4,,,,0.0549,Modest Mussorgsky,Night on Bald Mountain,0,858.0
1332,0.00029,,0.424,271560,0.992,,2.13e-05,5,0.322,-2.9760000000000004,0,0.19,145.144,4,,,,0.0914,Within The Ruins,Beautiful Agony,0,1332.0
202,0.0293,,0.769,214333,0.7120000000000001,,2.12e-06,8,0.10300000000000001,-4.692,0,0.028999999999999998,120.975,4,,,,0.948,Spoon,Don't You Evah,0,202.0
4,0.18,,0.6779999999999999,392893,0.561,,0.512,5,0.439,-11.648,0,0.0694,174.00400000000002,4,,,,0.904,Junior Boys,Parallel Lines,0,4.0
788,0.00692,,0.564,212986,0.846,,0.00175,4,0.0452,-5.897,0,0.0437,122.035,4,,,,0.695,Allah-Las,Catamaran,0,788.0
252,0.275,,0.7559999999999999,206378,0.44,,0.0,1,0.10099999999999999,-9.972999999999999,0,0.179,112.14,4,,,,0.307,Ty Dolla $ign,Sitting Pretty (feat. Wiz Khalifa),0,252.0
73,0.0548,,0.768,239908,0.853,,0.13,10,0.0188,-5.915,0,0.0427,107.234,4,,,,0.887,Average White Band,Pick Up The Pieces,0,73.0
183,0.64,,0.518,405027,0.385,,0.000536,9,0.0931,-11.125,0,0.0286,100.87799999999999,4,,,,0.264,Warpaint,Billie Holiday,0,183.0
1230,0.0394,,0.5670000000000001,217480,0.6779999999999999,,0.0,10,0.102,-6.642,0,0.0404,141.951,4,,,,0.381,Kim Walker-Smith,Glimpse,0,1230.0
1681,0.000285,,0.45799999999999996,211430,0.99,,0.000893,8,0.45399999999999996,-3.717,1,0.183,166.90400000000002,4,,,,0.462,Beartooth,Hated,0,1681.0
703,0.0015199999999999999,,0.626,299383,0.888,,0.0551,9,0.243,-4.981,0,0.0461,126.976,4,,,,0.728,Sam Sparro,Fascism,0,703.0
688,0.0938,,0.8740000000000001,281373,0.7040000000000001,,0.0,9,0.409,-6.27,1,0.102,119.954,4,,,,0.444,A$AP Ferg,Shabba,0,688.0
98,0.716,,0.685,427227,0.423,,0.518,11,0.0765,-9.031,0,0.0475,138.034,4,,,,0.649,Gayngs,The Gaudy Side of Town,0,98.0
1811,0.429,,0.616,169307,0.401,,0.0,0,0.161,-7.318,1,0.0344,143.75,4,,,,0.354,Sabrina Carpenter,Can't Blame a Girl for Trying,0,1811.0
1099,0.0897,,0.745,223613,0.9209999999999999,,0.0,0,0.17800000000000002,-2.674,1,0.08199999999999999,92.973,4,,,,0.645,Sebastian Yatra,Alguien Robo,0,1099.0
6,0.0145,,0.7390000000000001,241400,0.47200000000000003,,7.27e-06,1,0.207,-11.204,1,0.156,80.03,4,,,,0.308,Drake,Childs Play,0,6.0
1214,0.00107,,0.818,213733,0.799,,0.128,1,0.057,-4.1,0,0.156,100.014,4,,,,0.0953,DJ Snake,Turn Down for What,0,1214.0
1260,0.415,,0.436,248962,0.618,,2.46e-06,3,0.177,-8.402000000000001,0,0.0432,83.98200000000001,4,,,,0.35200000000000004,Cody Carnes,Hold It All,0,1260.0
1974,0.000204,,0.614,211067,0.873,,0.504,11,0.34600000000000003,-6.353,1,0.0616,132.07399999999998,4,,,,0.615,Nickelback,Burn It To The Ground,0,1974.0
980,0.0564,,0.607,248000,0.435,,0.0178,6,0.171,-6.604,0,0.0475,120.045,4,,,,0.255,Cathedrals,Want My Love,0,980.0
166,0.000259,,0.644,237120,0.758,,0.0708,5,0.0726,-7.859,1,0.0458,108.99,4,,,,0.752,Feathers,Dark Matter,0,166.0
1350,0.0063100000000000005,,0.636,180400,0.802,,4.14e-05,2,0.059000000000000004,-2.168,1,0.16699999999999998,139.815,4,,,,0.33399999999999996,Skrillex,Right In,0,1350.0
1514,0.915,,0.48700000000000004,388347,0.135,,0.0035299999999999997,2,0.6859999999999999,-11.210999999999999,0,0.0434,105.854,5,,,,0.23,Scott Hamilton,The Shadow of Your Smile,0,1514.0
1580,0.311,,0.677,236786,0.738,,0.000144,6,0.138,-6.287000000000001,1,0.0467,98.963,4,,,,0.561,Tep No,The Best Crew,0,1580.0
1184,0.581,,0.825,233713,0.652,,0.0,1,0.0931,-3.1830000000000003,0,0.0802,95.977,4,,,,0.9329999999999999,Ed Sheeran,Shape of You,0,1184.0
229,0.0107,,0.621,240760,0.7959999999999999,,0.187,8,0.0719,-6.178999999999999,0,0.0327,140.012,4,,,,0.28800000000000003,Grimes,Go,0,229.0
1113,0.0244,,0.68,247493,0.9540000000000001,,0.0,9,0.11199999999999999,-1.8230000000000002,1,0.11900000000000001,104.029,4,,,,0.524,Chino & Nacho,Andas En Mi Cabeza,0,1113.0
1686,0.00267,,0.442,239451,0.892,,7.92e-06,9,0.0758,-6.431,0,0.086,151.914,4,,,,0.258,Thrice,Black Honey,0,1686.0
946,0.027999999999999997,,0.6579999999999999,109031,0.568,,0.0035600000000000002,1,0.105,-7.579,1,0.0312,128.638,4,,,,0.8809999999999999,Frankie Cosmos,On the Lips,0,946.0
367,0.304,,0.75,229588,0.835,,0.0,4,0.165,-7.882000000000001,1,0.152,127.02600000000001,4,,,,0.504,Rob Curly,Eleven 11: / 11,0,367.0
1027,0.151,,0.528,251067,0.8420000000000001,,2.9999999999999997e-05,11,0.11699999999999999,-6.2170000000000005,1,0.0411,83.948,4,,,,0.797,Charlie Worsham,Cut Your Groove,0,1027.0
1191,0.006220000000000001,,0.75,203867,0.78,,0.0,4,0.0263,-3.155,1,0.0898,119.985,4,,,,0.8190000000000001,Taio Cruz,Dynamite,0,1191.0
1571,0.972,,0.44799999999999995,308893,0.0532,,0.8759999999999999,5,0.0863,-27.35,1,0.0454,99.757,4,,,,0.18899999999999997,Oscar Peterson Trio,I Got It Bad And That Ain't Good,0,1571.0
1047,0.0915,,0.5329999999999999,230722,0.5329999999999999,,0.0,0,0.0972,-8.266,1,0.0324,159.907,4,,,,0.506,Zac Brown Band,Real Thing,0,1047.0
1843,0.19699999999999998,,0.794,281773,0.8909999999999999,,9.04e-05,1,0.136,-6.917999999999999,1,0.0439,104.315,4,,,,0.813,Chaka Khan,Ain't Nobody,0,1843.0
757,0.00392,,0.6829999999999999,201987,0.6920000000000001,,0.00044100000000000004,9,0.105,-7.189,0,0.0396,103.848,4,,,,0.593,Ana Tijoux,1977,0,757.0
1229,0.455,,0.627,262853,0.56,,0.0,5,0.126,-5.377999999999999,1,0.0667,97.96700000000001,4,,,,0.488,Hollyn,Can’t Live Without,0,1229.0
1054,0.0166,,0.622,194240,0.745,,0.000875,1,0.292,-5.6739999999999995,1,0.0262,91.0,4,,,,0.585,Dylan Schneider,Two Black X's,0,1054.0
1578,0.14400000000000002,,0.736,185588,0.616,,2.29e-06,4,0.268,-8.016,1,0.0345,101.96600000000001,4,,,,0.89,Bay Ledges,Safe,0,1578.0
602,0.0196,,0.765,246823,0.8909999999999999,,0.0145,9,0.0293,-6.43,0,0.0514,126.99,4,,,,0.564,Carte Blanche (feat. Alexis Taylor),With You (feat. Alexis Taylor),0,602.0
881,4.61e-06,,0.479,230560,0.8540000000000001,,5.720000000000001e-05,11,0.37200000000000005,-6.101,1,0.0405,136.067,4,,,,0.55,Courtney Barnett,Pedestrian at Best,0,881.0
855,0.813,,0.745,132947,0.544,,0.0,5,0.0975,-9.137,0,0.0654,125.345,4,,,,0.7759999999999999,The Coasters,Three Cool Cats,0,855.0
1724,0.067,,0.8290000000000001,243159,0.652,,0.0,7,0.0812,-8.693,0,0.10800000000000001,99.581,4,,,,0.7170000000000001,Next,Wifey,0,1724.0
1464,0.055999999999999994,,0.16399999999999998,206897,0.878,,0.0617,6,0.205,-4.953,0,0.11,171.908,4,,,,0.196,Keys N Krates,Right Here,0,1464.0
972,0.0745,,0.409,175480,0.532,,0.005229999999999999,2,0.0795,-6.266,1,0.033,99.935,4,,,,0.354,Autre Ne Veut,Gonna Die,0,972.0
825,0.0975,,0.5820000000000001,252038,0.875,,0.912,0,0.14300000000000002,-6.912000000000001,1,0.0513,113.036,4,,,,0.358,Ghost Culture,Giudecca,0,825.0
1315,6.49e-05,,0.401,264107,0.988,,0.11599999999999999,1,0.342,-4.104,0,0.192,155.356,4,,,,0.191,Whitechapel,Venomous,0,1315.0
247,0.0957,,0.747,202349,0.722,,0.000519,8,0.20800000000000002,-7.33,1,0.0349,100.215,4,,,,0.56,D. Gookin,Glad I Met You,0,247.0
1572,0.97,,0.509,252947,0.0461,,0.9109999999999999,1,0.134,-10.693,1,0.0427,132.709,4,,,,0.368,Gene Ammons,My Romance,0,1572.0
348,0.133,,0.402,206920,0.794,,0.0,11,0.133,-3.9819999999999998,0,0.125,195.058,3,,,,0.706,Major Lazer,Powerful,0,348.0
1058,0.0179,,0.512,187342,0.5870000000000001,,0.0,1,0.107,-6.403,1,0.0291,134.006,4,,,,0.313,Ryan Hurd,Love in a Bar,0,1058.0
297,0.0861,,0.35600000000000004,242253,0.5670000000000001,,0.0,0,0.13699999999999998,-7.011,0,0.0798,135.553,5,,,,0.11599999999999999,The Weeknd,The Hills,0,297.0
1893,0.0437,,0.637,208493,0.846,,0.0,1,0.105,-3.6630000000000003,1,0.0346,103.119,4,,,,0.596,Blessid Union Of Souls,Hey Leonardo (She Likes Me For Me),0,1893.0
753,0.00207,,0.46799999999999997,235920,0.971,,0.00329,1,0.146,-3.3819999999999997,0,0.0609,92.00299999999999,4,,,,0.8140000000000001,Sky Ferreira,You’re Not The One,0,753.0
533,0.008140000000000001,,0.401,93267,0.972,,0.878,0,0.382,-2.2359999999999998,1,0.0886,152.839,4,,,,0.405,FIDLAR,No Ass,0,533.0
399,0.7040000000000001,,0.597,318261,0.721,,0.0119,0,0.188,-9.433,1,0.0377,110.76100000000001,4,,,,0.8540000000000001,James Mason,"Sweet Power, Your Embrace",0,399.0
210,0.8270000000000001,,0.583,248213,0.7759999999999999,,3.81e-05,3,0.298,-5.292999999999999,1,0.0661,126.536,4,,,,0.782,Joe Cuba,Bang! Bang!,0,210.0
1210,0.0183,,0.745,189959,0.7140000000000001,,0.0,1,0.0636,-5.501,0,0.0302,120.025,4,,,,0.847,Maroon 5,Maps,0,1210.0
1553,0.96,,0.32,325400,0.156,,0.904,2,0.0775,-12.258,1,0.033,159.618,3,,,,0.0623,Nicholas Payton,The Last Goodbye,0,1553.0
1658,0.0268,,0.624,157452,0.9229999999999999,,0.00022799999999999999,9,0.0509,-5.449,0,0.0335,124.994,4,,,,0.39,CID,Sweet Memories,0,1658.0
1151,0.0575,,0.741,223504,0.667,,0.0,10,0.106,-5.445,1,0.134,112.956,4,,,,0.609,Cheat Codes,No Promises (feat. Demi Lovato),0,1151.0
642,0.0267,,0.821,632693,0.7929999999999999,,1.3699999999999998e-05,6,0.0751,-9.003,0,0.0391,116.009,4,,,,0.91,Daft Punk,Get Lucky - Daft Punk Remix,0,642.0
1809,0.00411,,0.557,242973,0.7959999999999999,,0.0,3,0.0951,-4.147,1,0.0482,127.999,4,,,,0.452,Big Time Rush,Confetti Falling,0,1809.0
1387,0.00922,,0.45299999999999996,388463,0.6779999999999999,,5.11e-05,9,0.0477,-7.291,0,0.0494,131.936,4,,,,0.0827,DyoN Joo,변명 Shame,0,1387.0
737,0.0152,,0.33299999999999996,264384,0.789,,0.0,6,0.0639,-5.784,1,0.0782,82.66,4,,,,0.33799999999999997,ASTR,R U With Me,0,737.0
1057,0.18600000000000003,,0.56,209840,0.78,,0.0,1,0.364,-5.164,1,0.0459,160.05200000000002,4,,,,0.466,Logan Mize,Ain't Always Pretty,0,1057.0
1562,0.9009999999999999,,0.368,428973,0.14,,0.8740000000000001,0,0.0688,-15.005,0,0.045,61.758,4,,,,0.172,Lee Morgan,I Remember Clifford,0,1562.0
669,0.461,,0.43200000000000005,262857,0.703,,0.0,10,0.779,-3.845,0,0.332,187.30200000000002,3,,,,0.675,Rocko,"U.O.E.N.O. Remix (feat. Future, Wiz Khalifa)",0,669.0
1969,0.28800000000000003,,0.6679999999999999,312640,0.897,,0.0,6,0.513,-3.9819999999999998,1,0.255,95.95200000000001,4,,,,0.512,Insane Clown Posse,Miracles,0,1969.0
1703,0.292,,0.862,150707,0.35100000000000003,,0.0,9,0.105,-11.793,1,0.0439,124.964,4,,,,0.504,Kina Grannis,Valentine,0,1703.0
1327,4.5799999999999995e-05,,0.261,149278,0.863,,7.33e-06,11,0.32899999999999996,-7.199,1,0.0721,108.34700000000001,4,,,,0.316,Risking It All,Hear Me Out,0,1327.0
964,0.21100000000000002,,0.418,230720,0.547,,0.0443,1,0.187,-4.9319999999999995,1,0.0295,131.99,4,,,,0.127,Perfume Genius,Queen,0,964.0
589,0.0425,,0.79,173160,0.531,,0.0,8,0.266,-6.968,1,0.19699999999999998,86.306,4,,,,0.498,Drake,Started From the Bottom,0,589.0
115,0.11900000000000001,,0.564,213622,0.594,,0.0,11,0.536,-9.912,0,0.155,89.39399999999999,4,,,,0.489,Jamie xx,I Know There's Gonna Be (Good Times),0,115.0
1385,0.0117,,0.43200000000000005,278999,0.7609999999999999,,2.8800000000000002e-05,1,0.75,-4.126,1,0.0305,138.004,4,,,,0.33399999999999996,XIA,Cake Love (PROD. BY The Black Skirts),0,1385.0
1007,0.20199999999999999,,0.732,156961,0.9740000000000001,,0.0,1,0.0853,-2.158,1,0.168,137.905,4,,,,0.713,Stormzy,Cold,0,1007.0
921,0.7829999999999999,,0.418,219800,0.0962,,6.61e-05,0,0.136,-15.078,1,0.0559,184.72099999999998,3,,,,0.342,Rose Royce,I'm Going Down,0,921.0
643,0.000891,,0.8059999999999999,297907,0.772,,0.8640000000000001,6,0.10099999999999999,-14.369000000000002,1,0.0856,125.325,4,,,,0.436,Adonis,No Way Back,0,643.0
1783,0.0193,,0.439,206000,0.9059999999999999,,0.0,3,0.373,-4.8,1,0.0439,161.905,4,,,,0.69,Gavin DeGraw,In Love With a Girl,0,1783.0
1964,0.00513,,0.685,267947,0.948,,0.0034700000000000004,9,0.17,-5.182,1,0.0457,104.881,4,,,,0.627,Hanson,MMMBop,0,1964.0
810,0.207,,0.54,360867,0.21,,0.0765,0,0.33399999999999996,-18.687,0,0.0461,103.081,3,,,,0.41100000000000003,Steve Cropper,Tupelo,0,810.0
607,0.0537,,0.648,322760,0.547,,0.0439,5,0.0826,-6.547000000000001,1,0.0245,141.378,4,,,,0.851,Beach House,Walk In The Park,0,607.0
792,0.36,,0.784,212154,0.649,,0.000684,0,0.115,-6.905,1,0.292,140.203,4,,,,0.503,ILoveMakonnen,Tuesday,0,792.0
10,0.0572,,0.525,358187,0.855,,0.0143,5,0.649,-7.372000000000001,0,0.0548,111.95100000000001,3,,,,0.524,The Avalanches,Subways - In Flagranti Extended Edit,0,10.0
829,0.13,,0.61,178560,0.672,,0.00283,7,0.109,-7.436,0,0.305,129.986,4,,,,0.925,Orlando Julius,Topless,0,829.0
633,0.000478,,0.525,200015,0.8,,0.429,11,0.319,-11.484000000000002,1,0.122,80.032,4,,,,0.52,Paper Diamond,Levitate,0,633.0
1296,0.000127,,0.237,247533,0.99,,0.0914,7,0.39299999999999996,-3.3310000000000004,1,0.24,151.545,4,,,,0.16899999999999998,Victim Of Deception,Black Colors,0,1296.0
28,0.0516,,0.782,228562,0.5720000000000001,,0.0,4,0.33,-7.4670000000000005,0,0.0385,120.021,4,,,,0.237,Rae Sremmurd,Look Alive,0,28.0
87,0.17,,0.589,206240,0.745,,0.00040599999999999995,7,0.376,-8.109,1,0.076,99.40700000000001,4,,,,0.76,Ify Jerry Crusade,Everybody Likes Something Good,0,87.0
787,0.0041600000000000005,,0.644,211200,0.848,,0.0168,4,0.0629,-4.952,0,0.0511,99.98899999999999,4,,,,0.302,ODESZA,All We Need (feat. Shy Girls),0,787.0
1259,0.10400000000000001,,0.475,219280,0.92,,0.0,5,0.575,-4.9910000000000005,1,0.0941,154.906,4,,,,0.7290000000000001,Third Day,Revival,0,1259.0
1761,0.207,,0.833,209490,0.677,,3.92e-06,4,0.28600000000000003,-6.412999999999999,1,0.10300000000000001,132.876,4,,,,0.731,Mýa,My Love Is Like...Wo - Main Mix/Album Version,0,1761.0
